term	short_vi	review_status	review_method	source	source_license	review_note
trench	hào	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/trench	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'a long, narrow ditch' matches the sense 'long, narrow ditch or hole' and the translation 'hào'.
trough	máng ăn	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/trough	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense label describes a long open container for feeding animals; 'máng ăn' is a clear, appropriate Vietnamese translation from the provided options.
tsunami	sóng thần	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/tsunami	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'a huge, destructive ocean wave' matches the tsunami sense; 'sóng thần' is the correct Vietnamese translation provided.
turbine	tua-bin	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/turbine	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense label 'rotary machine' matches 'flow-powered machine' and 'tua-bin' is the Vietnamese term for turbine.
twilight	hoàng hôn	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/twilight	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'dim, just before dark' corresponds to evening twilight; 'hoàng hôn' is the correct choice among provided translations.
typhoon	bão	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/typhoon	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	short_en 'a violent tropical storm' matches provided sense 'hurricane in the Pacific' and 'bão' is an exact usable match.
tyre	lốp	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/tyre	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'lốp' is a correct Vietnamese term for a 'rubber wheel covering' and matches the provided translations.
unconditional	không điều kiện	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/unconditional	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Translation 'không điều kiện' correctly matches 'without conditions' / 'given with no restrictions'.
unconstitutional	vi hiến	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/unconstitutional	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense 'contrary to the constitution' directly matches short gloss 'against a country's basic laws'; 'vi hiến' is an exact provided Vietnamese string.
undercover	nằm vùng	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/undercover	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'working in secret disguise' corresponds to 'Performed or happening in secret'; among 'bí mật' and 'nằm vùng', 'nằm vùng' is the specific match for undercover work.
uprising	khởi nghĩa	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/uprising	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	“khởi nghĩa” is a noun meaning a rebellion/uprising, matching the English gloss.
urine	nước tiểu	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/urine	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'waste liquid from the body' matches translation 'nước tiểu' (also present as 'nước đái').
usable	dùng được	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/usable	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss ('able to be used') matches the sense 'capable of being used'; 'dùng được' is an exact, usable Vietnamese string.
valve	van	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/valve	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'a device controlling flow' matches sense 'device that controls the flow of a gas or fluid' and 'van' is an exact, usable Vietnamese translation present in the supplied list.
vampire	ma cà rồng	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/vampire	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'Mythical blood-drinking creature' matches the mythological sense; 'ma cà rồng' is the correct Vietnamese gloss.
vegan	thuần chay	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/vegan	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense 'relating to vegans or veganism' matches 'avoiding all animal products'; 'thuần chay' is the appropriate Vietnamese term.
vegetation	thực vật	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/vegetation	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'plant life in an area' matches the 'plants' sense; 'thực vật' is an exact, appropriate translation among the provided options.
velvet	nhung	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/velvet	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'a soft, thick fabric' matches the 'fabric' sense and 'nhung' is the exact Vietnamese translation provided.
vengeance	trả thù	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/vengeance	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'punishment for a wrong' corresponds to the revenge sense; 'trả thù' is the exact provided translation.
venom	nọc độc	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/venom	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense_label 'animal toxin' matches short gloss 'poison from an animal'; 'nọc độc' is the exact Vietnamese equivalent.
verify	xác minh	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/verify	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense 1 ('to confirm or test the truth or accuracy of something') clearly matches the short gloss; 'xác minh' is a correct, usable Vietnamese equivalent present in the translations.
victor	Victor	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/Victor	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'the winner' corresponds to the male given name sense; translation 'Victor' is the name and is usable as provided.
vine	dây leo	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/vine	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense ('climbing or trailing plant') matches short gloss; 'dây leo' is correct Vietnamese.
violet	tím	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/violet	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'tím' correctly corresponds to the colour 'bluish purple' and matches the supplied translation.
vodka	rượu vodka	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/vodka	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense 'clear distilled alcoholic liquor' matches English 'a strong clear spirit'; 'rượu vodka' is a correct Vietnamese rendering present in the translations.
voodoo	voodoo	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/voodoo	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense label (Afro-Caribbean religion) matches short gloss; translation “voodoo” is a standard Vietnamese borrowing for the religion.
wade	lội	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/wade	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'lội' accurately means to walk through water or similar impediment.
wallpaper	giấy dán tường	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/wallpaper	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'decorative paper for walls' matches the provided translation 'giấy dán tường'.
watt	watt	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/watt	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Translation includes 'watt', which directly matches the unit of power; usable Vietnamese/Latin-script string present in translations.
weaver	thợ dệt	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/weaver	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Translation 'thợ dệt' exactly matches the gloss 'someone who weaves cloth'.
